TABLEID,SCHEMANAME,TABLE DESCRIPTION,TABLE NAME,COLUMNNAME,DATATYPE,PRIMARYKEY,FOREIGNKEY,DESCRIPTION
545,ATHENAONE,CHARGEMASTERCHARGE,CHARGEMASTERCHARGE,DELETEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, the entry was deleted."
545,ATHENAONE,CHARGEMASTERCHARGE,CHARGEMASTERCHARGE,DELETEDBY,VARCHAR(16777216),,,The username who deleted the entry.
545,ATHENAONE,CHARGEMASTERCHARGE,CHARGEMASTERCHARGE,CREATEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, the entry was created."
545,ATHENAONE,CHARGEMASTERCHARGE,CHARGEMASTERCHARGE,CREATEDBY,VARCHAR(16777216),,,The username who created the entry.
545,ATHENAONE,CHARGEMASTERCHARGE,CHARGEMASTERCHARGE,LASTMODIFIEDDATETIME,TIMESTAMP_NTZ(9),,,The date the record was last modified
545,ATHENAONE,CHARGEMASTERCHARGE,CHARGEMASTERCHARGE,LASTMODIFIEDBY,VARCHAR(16777216),,,Indicates the user made the latest update to the row.
545,ATHENAONE,CHARGEMASTERCHARGE,CHARGEMASTERCHARGE,LASTUPDATED,TIMESTAMP_NTZ(9),,,Indicates when the row was last updated in US/Eastern time zone.
546,ATHENAONE,CHARGEMASTERCODE,CHARGEMASTERCODE,CONTEXTID,"NUMBER(12,0)",Primary Key,,The ID of the tablespace this record comes from.
546,ATHENAONE,CHARGEMASTERCODE,CHARGEMASTERCODE,CONTEXTNAME,VARCHAR(16777216),,,The name of the tablespace this record comes from
546,ATHENAONE,CHARGEMASTERCODE,CHARGEMASTERCODE,CONTEXTPARENTCONTEXTID,"NUMBER(12,0)",,CONTEXTID,The Parent tablespace ID of the tablespace this record comes from
546,ATHENAONE,CHARGEMASTERCODE,CHARGEMASTERCODE,CHARGEMASTERCODEID,"NUMBER(12,0)",Primary Key,,
546,ATHENAONE,CHARGEMASTERCODE,CHARGEMASTERCODE,MINPRICE,"NUMBER(12,2)",,,
546,ATHENAONE,CHARGEMASTERCODE,CHARGEMASTERCODE,EXPIRATIONDATEDATETIME,TIMESTAMP_NTZ(9),,,
546,ATHENAONE,CHARGEMASTERCODE,CHARGEMASTERCODE,EFFECTIVEDATEDATETIME,TIMESTAMP_NTZ(9),,,
546,ATHENAONE,CHARGEMASTERCODE,CHARGEMASTERCODE,EDITABLEREVENUECODEYN,VARCHAR(16777216),,,
546,ATHENAONE,CHARGEMASTERCODE,CHARGEMASTERCODE,NAMEONBILL,VARCHAR(16777216),,,
546,ATHENAONE,CHARGEMASTERCODE,CHARGEMASTERCODE,SOFTCODEYN,VARCHAR(16777216),,,
546,ATHENAONE,CHARGEMASTERCODE,CHARGEMASTERCODE,MEDICATIONSTRENGTH,"NUMBER(18,6)",,,The strength of a medication associated with the charge code
546,ATHENAONE,CHARGEMASTERCODE,CHARGEMASTERCODE,FOREIGNSYSTEMNAME,VARCHAR(16777216),,,
546,ATHENAONE,CHARGEMASTERCODE,CHARGEMASTERCODE,INPTFORMULARYID,"NUMBER(12,0)",,,
546,ATHENAONE,CHARGEMASTERCODE,CHARGEMASTERCODE,TYPE,VARCHAR(16777216),,,The type of the charge code
546,ATHENAONE,CHARGEMASTERCODE,CHARGEMASTERCODE,AMOUNT,"NUMBER(12,2)",,,
546,ATHENAONE,CHARGEMASTERCODE,CHARGEMASTERCODE,CHARGECODE,VARCHAR(16777216),,,
546,ATHENAONE,CHARGEMASTERCODE,CHARGEMASTERCODE,FRACTIONALBILLINGYN,VARCHAR(16777216),,,
546,ATHENAONE,CHARGEMASTERCODE,CHARGEMASTERCODE,DYNAMICPRICINGYN,VARCHAR(16777216),,,
546,ATHENAONE,CHARGEMASTERCODE,CHARGEMASTERCODE,COST,"NUMBER(12,2)",,,
546,ATHENAONE,CHARGEMASTERCODE,CHARGEMASTERCODE,DESCRIPTION,VARCHAR(16777216),,,
546,ATHENAONE,CHARGEMASTERCODE,CHARGEMASTERCODE,FOREIGNSYSTEMID,VARCHAR(16777216),,,
546,ATHENAONE,CHARGEMASTERCODE,CHARGEMASTERCODE,MEDICATIONUNITID,"NUMBER(8,0)",,,The unit of measure ID associated with the charge code
546,ATHENAONE,CHARGEMASTERCODE,CHARGEMASTERCODE,MAPPEDCHARGECODE,VARCHAR(16777216),,,
546,ATHENAONE,CHARGEMASTERCODE,CHARGEMASTERCODE,DEPARTMENTID,"NUMBER(12,0)",,,
546,ATHENAONE,CHARGEMASTERCODE,CHARGEMASTERCODE,DELETEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, the entry was deleted."
546,ATHENAONE,CHARGEMASTERCODE,CHARGEMASTERCODE,DELETEDBY,VARCHAR(16777216),,,The username who deleted the entry.
546,ATHENAONE,CHARGEMASTERCODE,CHARGEMASTERCODE,CREATEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, the entry was created."
546,ATHENAONE,CHARGEMASTERCODE,CHARGEMASTERCODE,CREATEDBY,VARCHAR(16777216),,,The username who created the entry.
546,ATHENAONE,CHARGEMASTERCODE,CHARGEMASTERCODE,LASTMODIFIEDDATETIME,TIMESTAMP_NTZ(9),,,The date the record was last modified
546,ATHENAONE,CHARGEMASTERCODE,CHARGEMASTERCODE,LASTMODIFIEDBY,VARCHAR(16777216),,,Indicates the user made the latest update to the row.
546,ATHENAONE,CHARGEMASTERCODE,CHARGEMASTERCODE,LASTUPDATED,TIMESTAMP_NTZ(9),,,Indicates when the row was last updated in US/Eastern time zone.
547,ATHENAONE,REVENUECODE,REVENUECODE,CONTEXTID,"NUMBER(12,0)",Primary Key,,The ID of the tablespace this record comes from.
547,ATHENAONE,REVENUECODE,REVENUECODE,CONTEXTNAME,VARCHAR(16777216),,,The name of the tablespace this record comes from
547,ATHENAONE,REVENUECODE,REVENUECODE,CONTEXTPARENTCONTEXTID,"NUMBER(12,0)",,CONTEXTID,The Parent tablespace ID of the tablespace this record comes from
547,ATHENAONE,REVENUECODE,REVENUECODE,REVENUECODEID,"NUMBER(12,0)",Primary Key,,
547,ATHENAONE,REVENUECODE,REVENUECODE,ORDERING,"NUMBER(22,0)",,,
547,ATHENAONE,REVENUECODE,REVENUECODE,DESCRIPTION,VARCHAR(16777216),,,
547,ATHENAONE,REVENUECODE,REVENUECODE,CODE,VARCHAR(16777216),,,
547,ATHENAONE,REVENUECODE,REVENUECODE,DELETEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, the entry was deleted."
547,ATHENAONE,REVENUECODE,REVENUECODE,DELETEDBY,VARCHAR(16777216),,,The username who deleted the entry.
547,ATHENAONE,REVENUECODE,REVENUECODE,CREATEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, the entry was created."
547,ATHENAONE,REVENUECODE,REVENUECODE,CREATEDBY,VARCHAR(16777216),,,The username who created the entry.
547,ATHENAONE,REVENUECODE,REVENUECODE,LASTMODIFIEDDATETIME,TIMESTAMP_NTZ(9),,,The date the record was last modified
547,ATHENAONE,REVENUECODE,REVENUECODE,LASTMODIFIEDBY,VARCHAR(16777216),,,Indicates the user made the latest update to the row.
547,ATHENAONE,REVENUECODE,REVENUECODE,LASTUPDATED,TIMESTAMP_NTZ(9),,,Indicates when the row was last updated in US/Eastern time zone.
548,ATHENAONE,PATIENTMESSAGESOURCE,PATIENTMESSAGESOURCE,CONTEXTID,"NUMBER(12,0)",Primary Key,,The ID of the tablespace this record comes from.
548,ATHENAONE,PATIENTMESSAGESOURCE,PATIENTMESSAGESOURCE,CONTEXTNAME,VARCHAR(16777216),,,The name of the tablespace this record comes from
548,ATHENAONE,PATIENTMESSAGESOURCE,PATIENTMESSAGESOURCE,CONTEXTPARENTCONTEXTID,"NUMBER(12,0)",,CONTEXTID,The Parent tablespace ID of the tablespace this record comes from
548,ATHENAONE,PATIENTMESSAGESOURCE,PATIENTMESSAGESOURCE,PATIENTMESSAGESOURCEID,"NUMBER(12,0)",Primary Key,,
548,ATHENAONE,PATIENTMESSAGESOURCE,PATIENTMESSAGESOURCE,PATIENTMESSAGEREQUESTID,"NUMBER(12,0)",,,
548,ATHENAONE,PATIENTMESSAGESOURCE,PATIENTMESSAGESOURCE,APPOINTMENTID,"NUMBER(12,0)",,APPOINTMENT.APPOINTMENTID,
548,ATHENAONE,PATIENTMESSAGESOURCE,PATIENTMESSAGESOURCE,DEPARTMENTID,"NUMBER(12,0)",,DEPARTMENT.DEPARTMENTID,
548,ATHENAONE,PATIENTMESSAGESOURCE,PATIENTMESSAGESOURCE,APPOINTMENTTICKLERID,"NUMBER(12,0)",,APPOINTMENTTICKLER.APPOINTMENTTICKLERID,
548,ATHENAONE,PATIENTMESSAGESOURCE,PATIENTMESSAGESOURCE,GROUPCALLCAMPAIGNID,"NUMBER(12,0)",,,
548,ATHENAONE,PATIENTMESSAGESOURCE,PATIENTMESSAGESOURCE,PATIENTSTATEMENTID,"NUMBER(12,0)",,PATIENTSTATEMENT.PATIENTSTATEMENTID,
548,ATHENAONE,PATIENTMESSAGESOURCE,PATIENTMESSAGESOURCE,DOCUMENTID,"NUMBER(12,0)",,DOCUMENT.DOCUMENTID,
548,ATHENAONE,PATIENTMESSAGESOURCE,PATIENTMESSAGESOURCE,QMCAMPAIGNID,"NUMBER(12,0)",,,
548,ATHENAONE,PATIENTMESSAGESOURCE,PATIENTMESSAGESOURCE,CLAIMID,"NUMBER(12,0)",,CLAIM.CLAIMID,
548,ATHENAONE,PATIENTMESSAGESOURCE,PATIENTMESSAGESOURCE,DELETEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, the entry was deleted."
548,ATHENAONE,PATIENTMESSAGESOURCE,PATIENTMESSAGESOURCE,DELETEDBY,VARCHAR(16777216),,,The username who deleted the entry.
548,ATHENAONE,PATIENTMESSAGESOURCE,PATIENTMESSAGESOURCE,CREATEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, the entry was created."
548,ATHENAONE,PATIENTMESSAGESOURCE,PATIENTMESSAGESOURCE,CREATEDBY,VARCHAR(16777216),,,The username who created the entry.
548,ATHENAONE,PATIENTMESSAGESOURCE,PATIENTMESSAGESOURCE,LASTMODIFIEDDATETIME,TIMESTAMP_NTZ(9),,,The date the record was last modified
548,ATHENAONE,PATIENTMESSAGESOURCE,PATIENTMESSAGESOURCE,LASTMODIFIEDBY,VARCHAR(16777216),,,Indicates the user made the latest update to the row.
548,ATHENAONE,PATIENTMESSAGESOURCE,PATIENTMESSAGESOURCE,LASTUPDATED,TIMESTAMP_NTZ(9),,,Indicates when the row was last updated in US/Eastern time zone.
549,ATHENAONE,CLINICALORDERGENUS,CLINICALORDERGENUS,CONTEXTID,"NUMBER(12,0)",Primary Key,,The ID of the tablespace this record comes from.
549,ATHENAONE,CLINICALORDERGENUS,CLINICALORDERGENUS,CONTEXTNAME,VARCHAR(16777216),,,The name of the tablespace this record comes from
549,ATHENAONE,CLINICALORDERGENUS,CLINICALORDERGENUS,CONTEXTPARENTCONTEXTID,"NUMBER(12,0)",,CONTEXTID,The Parent tablespace ID of the tablespace this record comes from
549,ATHENAONE,CLINICALORDERGENUS,CLINICALORDERGENUS,CLINICALORDERGENUSID,"NUMBER(38,0)",Primary Key,,
549,ATHENAONE,CLINICALORDERGENUS,CLINICALORDERGENUS,DESCRIPTION,VARCHAR(16777216),,,
549,ATHENAONE,CLINICALORDERGENUS,CLINICALORDERGENUS,CLINICALORDERTYPEGROUPID,"NUMBER(12,0)",,CLINICALORDERTYPEGROUP.CLINICALORDERTYPEGROUPID,
549,ATHENAONE,CLINICALORDERGENUS,CLINICALORDERGENUS,NAME,VARCHAR(16777216),,,
549,ATHENAONE,CLINICALORDERGENUS,CLINICALORDERGENUS,DELETEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, the entry was deleted."
549,ATHENAONE,CLINICALORDERGENUS,CLINICALORDERGENUS,DELETEDBY,VARCHAR(16777216),,,The username who deleted the entry.
549,ATHENAONE,CLINICALORDERGENUS,CLINICALORDERGENUS,CREATEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, the entry was created."
549,ATHENAONE,CLINICALORDERGENUS,CLINICALORDERGENUS,CREATEDBY,VARCHAR(16777216),,,The username who created the entry.
549,ATHENAONE,CLINICALORDERGENUS,CLINICALORDERGENUS,LASTMODIFIEDDATETIME,TIMESTAMP_NTZ(9),,,The date the record was last modified
549,ATHENAONE,CLINICALORDERGENUS,CLINICALORDERGENUS,LASTMODIFIEDBY,VARCHAR(16777216),,,Indicates the user made the latest update to the row.
549,ATHENAONE,CLINICALORDERGENUS,CLINICALORDERGENUS,LASTUPDATED,TIMESTAMP_NTZ(9),,,Indicates when the row was last updated in US/Eastern time zone.
550,ATHENAONE,REFERRINGPROVIDERNUMBER,REFERRINGPROVIDERNUMBER,CONTEXTID,"NUMBER(12,0)",Primary Key,,The ID of the tablespace this record comes from.
550,ATHENAONE,REFERRINGPROVIDERNUMBER,REFERRINGPROVIDERNUMBER,CONTEXTNAME,VARCHAR(16777216),,,The name of the tablespace this record comes from
550,ATHENAONE,REFERRINGPROVIDERNUMBER,REFERRINGPROVIDERNUMBER,CONTEXTPARENTCONTEXTID,"NUMBER(12,0)",,CONTEXTID,The Parent tablespace ID of the tablespace this record comes from
550,ATHENAONE,REFERRINGPROVIDERNUMBER,REFERRINGPROVIDERNUMBER,REFERRINGPROVIDERNUMBERID,"NUMBER(12,0)",Primary Key,,
550,ATHENAONE,REFERRINGPROVIDERNUMBER,REFERRINGPROVIDERNUMBER,INSURANCEPACKAGEID,"NUMBER(12,0)",,INSURANCEPACKAGE.INSURANCEPACKAGEID,
550,ATHENAONE,REFERRINGPROVIDERNUMBER,REFERRINGPROVIDERNUMBER,PROVIDERNUMBER,VARCHAR(16777216),,,
550,ATHENAONE,REFERRINGPROVIDERNUMBER,REFERRINGPROVIDERNUMBER,PROVIDERNUMBERCATEGORYID,"NUMBER(12,0)",,PROVIDERNUMBERCATEGORY.PROVIDERNUMBERCATEGORYID,
550,ATHENAONE,REFERRINGPROVIDERNUMBER,REFERRINGPROVIDERNUMBER,REFERRINGPROVIDERID,"NUMBER(12,0)",,REFERRINGPROVIDER.REFERRINGPROVIDERID,
550,ATHENAONE,REFERRINGPROVIDERNUMBER,REFERRINGPROVIDERNUMBER,DELETEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, the entry was deleted."
550,ATHENAONE,REFERRINGPROVIDERNUMBER,REFERRINGPROVIDERNUMBER,DELETEDBY,VARCHAR(16777216),,,The username who deleted the entry.
550,ATHENAONE,REFERRINGPROVIDERNUMBER,REFERRINGPROVIDERNUMBER,CREATEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, the entry was created."
550,ATHENAONE,REFERRINGPROVIDERNUMBER,REFERRINGPROVIDERNUMBER,CREATEDBY,VARCHAR(16777216),,,The username who created the entry.
550,ATHENAONE,REFERRINGPROVIDERNUMBER,REFERRINGPROVIDERNUMBER,LASTMODIFIEDDATETIME,TIMESTAMP_NTZ(9),,,The date the record was last modified
550,ATHENAONE,REFERRINGPROVIDERNUMBER,REFERRINGPROVIDERNUMBER,LASTMODIFIEDBY,VARCHAR(16777216),,,Indicates the user made the latest update to the row.
550,ATHENAONE,REFERRINGPROVIDERNUMBER,REFERRINGPROVIDERNUMBER,LASTUPDATED,TIMESTAMP_NTZ(9),,,Indicates when the row was last updated in US/Eastern time zone.
551,ATHENAONE,PAGEVIEW,PAGEVIEW,CONTEXTID,"NUMBER(12,0)",Primary Key,,The ID of the tablespace this record comes from.
551,ATHENAONE,PAGEVIEW,PAGEVIEW,CONTEXTNAME,VARCHAR(16777216),,,The name of the tablespace this record comes from
551,ATHENAONE,PAGEVIEW,PAGEVIEW,CONTEXTPARENTCONTEXTID,"NUMBER(12,0)",,CONTEXTID,The Parent tablespace ID of the tablespace this record comes from
551,ATHENAONE,PAGEVIEW,PAGEVIEW,PAGEVIEWID,"NUMBER(12,0)",Primary Key,,
551,ATHENAONE,PAGEVIEW,PAGEVIEW,CLINICALENCOUNTERID,"NUMBER(38,5)",,CLINICALENCOUNTER.CLINICALENCOUNTERID,
551,ATHENAONE,PAGEVIEW,PAGEVIEW,NOTE,VARCHAR(16777216),,,
551,ATHENAONE,PAGEVIEW,PAGEVIEW,CLAIMID,VARCHAR(16777216),,CLAIM.CLAIMID,
551,ATHENAONE,PAGEVIEW,PAGEVIEW,IPADDRESS,VARCHAR(16777216),,,
551,ATHENAONE,PAGEVIEW,PAGEVIEW,DOCUMENTID,VARCHAR(16777216),,DOCUMENT.DOCUMENTID,
551,ATHENAONE,PAGEVIEW,PAGEVIEW,PATIENTID,VARCHAR(16777216),,CLIENT.CLIENTID,
551,ATHENAONE,PAGEVIEW,PAGEVIEW,PAGE,VARCHAR(16777216),,,
551,ATHENAONE,PAGEVIEW,PAGEVIEW,DELETEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, the entry was deleted."
551,ATHENAONE,PAGEVIEW,PAGEVIEW,DELETEDBY,VARCHAR(16777216),,,The username who deleted the entry.
551,ATHENAONE,PAGEVIEW,PAGEVIEW,CREATEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, the entry was created."
551,ATHENAONE,PAGEVIEW,PAGEVIEW,CREATEDBY,VARCHAR(16777216),,,The username who created the entry.
551,ATHENAONE,PAGEVIEW,PAGEVIEW,LASTMODIFIEDDATETIME,TIMESTAMP_NTZ(9),,,The date the record was last modified
551,ATHENAONE,PAGEVIEW,PAGEVIEW,LASTMODIFIEDBY,VARCHAR(16777216),,,Indicates the user made the latest update to the row.
551,ATHENAONE,PAGEVIEW,PAGEVIEW,LASTUPDATED,TIMESTAMP_NTZ(9),,,Indicates when the row was last updated in US/Eastern time zone.
552,ATHENAONE,EDCHIEFCOMPLAINT,EDCHIEFCOMPLAINT,CONTEXTID,"NUMBER(12,0)",Primary Key,,The ID of the tablespace this record comes from.
552,ATHENAONE,EDCHIEFCOMPLAINT,EDCHIEFCOMPLAINT,CONTEXTNAME,VARCHAR(16777216),,,The name of the tablespace this record comes from
552,ATHENAONE,EDCHIEFCOMPLAINT,EDCHIEFCOMPLAINT,CONTEXTPARENTCONTEXTID,"NUMBER(12,0)",,CONTEXTID,The Parent tablespace ID of the tablespace this record comes from
552,ATHENAONE,EDCHIEFCOMPLAINT,EDCHIEFCOMPLAINT,EDCHIEFCOMPLAINTID,"NUMBER(12,0)",Primary Key,,
552,ATHENAONE,EDCHIEFCOMPLAINT,EDCHIEFCOMPLAINT,ICD10CODE,VARCHAR(16777216),,,The ICD10 code associated with a chief complaint
552,ATHENAONE,EDCHIEFCOMPLAINT,EDCHIEFCOMPLAINT,NAME,VARCHAR(16777216),,,The chief complaint description
552,ATHENAONE,EDCHIEFCOMPLAINT,EDCHIEFCOMPLAINT,DELETEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, the entry was deleted."
552,ATHENAONE,EDCHIEFCOMPLAINT,EDCHIEFCOMPLAINT,DELETEDBY,VARCHAR(16777216),,,The username who deleted the entry.
552,ATHENAONE,EDCHIEFCOMPLAINT,EDCHIEFCOMPLAINT,CREATEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, the entry was created."
552,ATHENAONE,EDCHIEFCOMPLAINT,EDCHIEFCOMPLAINT,CREATEDBY,VARCHAR(16777216),,,The username who created the entry.
552,ATHENAONE,EDCHIEFCOMPLAINT,EDCHIEFCOMPLAINT,LASTMODIFIEDDATETIME,TIMESTAMP_NTZ(9),,,The date the record was last modified
552,ATHENAONE,EDCHIEFCOMPLAINT,EDCHIEFCOMPLAINT,LASTMODIFIEDBY,VARCHAR(16777216),,,Indicates the user made the latest update to the row.
552,ATHENAONE,EDCHIEFCOMPLAINT,EDCHIEFCOMPLAINT,LASTUPDATED,TIMESTAMP_NTZ(9),,,Indicates when the row was last updated in US/Eastern time zone.
553,ATHENAONE,APPOINTMENTTYPEAUDR,APPOINTMENTTYPEAUDR,CONTEXTID,"NUMBER(12,0)",Primary Key,,The ID of the tablespace this record comes from.
553,ATHENAONE,APPOINTMENTTYPEAUDR,APPOINTMENTTYPEAUDR,CONTEXTNAME,VARCHAR(16777216),,,The name of the tablespace this record comes from
553,ATHENAONE,APPOINTMENTTYPEAUDR,APPOINTMENTTYPEAUDR,CONTEXTPARENTCONTEXTID,"NUMBER(12,0)",,CONTEXTID,The Parent tablespace ID of the tablespace this record comes from
553,ATHENAONE,APPOINTMENTTYPEAUDR,APPOINTMENTTYPEAUDR,APPOINTMENTTYPEAUDRID,"NUMBER(12,0)",Primary Key,,
553,ATHENAONE,APPOINTMENTTYPEAUDR,APPOINTMENTTYPEAUDR,OPERATION,VARCHAR(16777216),,,
553,ATHENAONE,APPOINTMENTTYPEAUDR,APPOINTMENTTYPEAUDR,SOURCEID,"NUMBER(12,0)",,,
553,ATHENAONE,APPOINTMENTTYPEAUDR,APPOINTMENTTYPEAUDR,OPERATIONID,"NUMBER(12,0)",,,
553,ATHENAONE,APPOINTMENTTYPEAUDR,APPOINTMENTTYPEAUDR,OLDVALUE,VARCHAR(16777216),,,
553,ATHENAONE,APPOINTMENTTYPEAUDR,APPOINTMENTTYPEAUDR,FIELDNAME,VARCHAR(16777216),,,
553,ATHENAONE,APPOINTMENTTYPEAUDR,APPOINTMENTTYPEAUDR,CREATEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, the entry was created."
553,ATHENAONE,APPOINTMENTTYPEAUDR,APPOINTMENTTYPEAUDR,CREATEDBY,VARCHAR(16777216),,,The username who created the entry.
553,ATHENAONE,APPOINTMENTTYPEAUDR,APPOINTMENTTYPEAUDR,LASTUPDATED,TIMESTAMP_NTZ(9),,,Indicates when the row was last updated in US/Eastern time zone.
554,ATHENAONE,ATTACHMENT,ATTACHMENT,CONTEXTID,"NUMBER(12,0)",Primary Key,,The ID of the tablespace this record comes from.
554,ATHENAONE,ATTACHMENT,ATTACHMENT,CONTEXTNAME,VARCHAR(16777216),,,The name of the tablespace this record comes from
554,ATHENAONE,ATTACHMENT,ATTACHMENT,CONTEXTPARENTCONTEXTID,"NUMBER(12,0)",,CONTEXTID,The Parent tablespace ID of the tablespace this record comes from
554,ATHENAONE,ATTACHMENT,ATTACHMENT,ATTACHMENTID,"NUMBER(12,0)",Primary Key,,
554,ATHENAONE,ATTACHMENT,ATTACHMENT,EXPIRATIONDATEDATETIME,TIMESTAMP_NTZ(9),,,
554,ATHENAONE,ATTACHMENT,ATTACHMENT,EFFECTIVEDATEDATETIME,TIMESTAMP_NTZ(9),,,
554,ATHENAONE,ATTACHMENT,ATTACHMENT,ORIGINALFILENAME,VARCHAR(16777216),,,
554,ATHENAONE,ATTACHMENT,ATTACHMENT,NOTES,VARCHAR(16777216),,,
554,ATHENAONE,ATTACHMENT,ATTACHMENT,ATTACHMENTTYPEID,"NUMBER(12,0)",,,
554,ATHENAONE,ATTACHMENT,ATTACHMENT,FILENAME,VARCHAR(16777216),,,
554,ATHENAONE,ATTACHMENT,ATTACHMENT,PATIENTID,"NUMBER(12,0)",,CLIENT.CLIENTID,
554,ATHENAONE,ATTACHMENT,ATTACHMENT,ORDERING,"NUMBER(12,0)",,,
554,ATHENAONE,ATTACHMENT,ATTACHMENT,DELETEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, the entry was deleted."
554,ATHENAONE,ATTACHMENT,ATTACHMENT,DELETEDBY,VARCHAR(16777216),,,The username who deleted the entry.
554,ATHENAONE,ATTACHMENT,ATTACHMENT,CREATEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, the entry was created."
554,ATHENAONE,ATTACHMENT,ATTACHMENT,CREATEDBY,VARCHAR(16777216),,,The username who created the entry.
554,ATHENAONE,ATTACHMENT,ATTACHMENT,LASTMODIFIEDDATETIME,TIMESTAMP_NTZ(9),,,The date the record was last modified
554,ATHENAONE,ATTACHMENT,ATTACHMENT,LASTMODIFIEDBY,VARCHAR(16777216),,,Indicates the user made the latest update to the row.
554,ATHENAONE,ATTACHMENT,ATTACHMENT,LASTUPDATED,TIMESTAMP_NTZ(9),,,Indicates when the row was last updated in US/Eastern time zone.
555,ATHENAONE,CLAIMATTACHMENT,CLAIMATTACHMENT,CONTEXTID,"NUMBER(12,0)",Primary Key,,The ID of the tablespace this record comes from.
555,ATHENAONE,CLAIMATTACHMENT,CLAIMATTACHMENT,CONTEXTNAME,VARCHAR(16777216),,,The name of the tablespace this record comes from
555,ATHENAONE,CLAIMATTACHMENT,CLAIMATTACHMENT,CONTEXTPARENTCONTEXTID,"NUMBER(12,0)",,CONTEXTID,The Parent tablespace ID of the tablespace this record comes from
555,ATHENAONE,CLAIMATTACHMENT,CLAIMATTACHMENT,CLAIMATTACHMENTID,"NUMBER(12,0)",Primary Key,,
555,ATHENAONE,CLAIMATTACHMENT,CLAIMATTACHMENT,PAGECOUNT,"NUMBER(12,0)",,,Count of pages in the attachment.
555,ATHENAONE,CLAIMATTACHMENT,CLAIMATTACHMENT,NOATTACHMENTREASONUSERNAME,VARCHAR(16777216),,,Username who marks attachment not required.
555,ATHENAONE,CLAIMATTACHMENT,CLAIMATTACHMENT,ORIGINALFILENAME,VARCHAR(16777216),,,Column added to track filename
555,ATHENAONE,CLAIMATTACHMENT,CLAIMATTACHMENT,NOTES,VARCHAR(16777216),,,
555,ATHENAONE,CLAIMATTACHMENT,CLAIMATTACHMENT,ATTACHMENTID,"NUMBER(12,0)",,ATTACHMENT.ATTACHMENTID,
555,ATHENAONE,CLAIMATTACHMENT,CLAIMATTACHMENT,STUBATTACHMENTTYPECLASSID,VARCHAR(16777216),,,
555,ATHENAONE,CLAIMATTACHMENT,CLAIMATTACHMENT,CLAIMID,"NUMBER(12,0)",,CLAIM.CLAIMID,
555,ATHENAONE,CLAIMATTACHMENT,CLAIMATTACHMENT,NOATTACHMENTREASONMODIFIEDDATEDATETIME,TIMESTAMP_NTZ(9),,,Date on which username marks attachment not required.
555,ATHENAONE,CLAIMATTACHMENT,CLAIMATTACHMENT,STUBATTACHMENTTYPEID,"NUMBER(12,0)",,,
555,ATHENAONE,CLAIMATTACHMENT,CLAIMATTACHMENT,DOCUMENTID,"NUMBER(12,0)",,DOCUMENT.DOCUMENTID,Patient record that this claim attachment is tied to
555,ATHENAONE,CLAIMATTACHMENT,CLAIMATTACHMENT,ORDERING,"NUMBER(12,0)",,,
555,ATHENAONE,CLAIMATTACHMENT,CLAIMATTACHMENT,REQUIREDYN,VARCHAR(16777216),,,
555,ATHENAONE,CLAIMATTACHMENT,CLAIMATTACHMENT,PRINTATTACHMENTYN,VARCHAR(16777216),,,
555,ATHENAONE,CLAIMATTACHMENT,CLAIMATTACHMENT,CLAIMNOTEID,"NUMBER(12,0)",,,"Stores the reference to the claimnote, which created this attachment(stub) through 'add claimnote' page."
555,ATHENAONE,CLAIMATTACHMENT,CLAIMATTACHMENT,NOATTACHMENTREASONID,VARCHAR(16777216),,,
555,ATHENAONE,CLAIMATTACHMENT,CLAIMATTACHMENT,DELETEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, the entry was deleted."
555,ATHENAONE,CLAIMATTACHMENT,CLAIMATTACHMENT,DELETEDBY,VARCHAR(16777216),,,The username who deleted the entry.
555,ATHENAONE,CLAIMATTACHMENT,CLAIMATTACHMENT,CREATEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, the entry was created."
